RepoName,FilePath,NumAnnotatorsOnFile,NumSmells,FleissKappa_FileLevel
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/triton/completion/transformation.py,7,9,0.75
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/vertex_ai/vertex_ai_partner_models/main.py,7,9,0.76
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/batches_endpoints/endpoints.py,7,9,0.81
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/guardrails/guardrail_hooks/model_armor/model_armor.py,7,9,0.79
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/management_endpoints/sso_helper_utils.py,7,9,0.76
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/pass_through_endpoints/success_handler.py,7,9,0.78
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/responses/mcp/mcp_streaming_iterator.py,7,9,0.75
BerriAI/litellm,BerriAI-litellm-05f800f/litellm/vector_store_files/main.py,7,9,0.88
BerriAI/litellm,BerriAI-litellm-05f800f/tests/code_coverage_tests/litellm_logging_code_coverage.py,7,9,0.67
BerriAI/litellm,BerriAI-litellm-05f800f/tests/guardrails_tests/conftest.py,7,9,0.74
BerriAI/litellm,BerriAI-litellm-05f800f/tests/local_testing/test_router_max_parallel_requests.py,7,9,0.71
BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/azure/chat/test_azure_chat_gpt_transformation.py,7,9,0.79
BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/openai_like/test_json_providers.py,7,9,0.84
Bessouat40/RAGLight,Bessouat40-RAGLight-211a8d9/tests/tests_llm/test_gemini_model.py,7,9,0.79
BillSchumacher/Auto-GPT,BillSchumacher-Auto-GPT-bdd07b1/autogpt/models/base_open_ai_plugin.py,7,9,0.73
Blaizzy/mlx-vlm,Blaizzy-mlx-vlm-c4ea290/mlx_vlm/models/phi3_v/config.py,7,9,0.8
CodeGoat24/UnifiedReward,CodeGoat24-UnifiedReward-3c16510/llava/model/multimodal_encoder/dev_eva_clip/eva_clip/__init__.py,7,9,0.81
CodeGoat24/UnifiedReward,CodeGoat24-UnifiedReward-3c16510/llava/utils.py,7,9,0.82
CraftJarvis/OpenHA,CraftJarvis-OpenHA-2127a34/CrossAgent/MTRL/recipe/sppo/main_sppo.py,7,9,0.82
CraftJarvis/OpenHA,CraftJarvis-OpenHA-2127a34/CrossAgent/MTRL/verl/utils/reward_score/prime_math/__init__.py,7,9,0.77
CraftJarvis/OpenHA,CraftJarvis-OpenHA-2127a34/CrossAgent/STRL/verl_lib/verl/workers/rollout/vllm_rollout/__init__.py,7,9,0.75
DataArcTech/RAG-ARC,DataArcTech-RAG-ARC-f1f37bc/config/core/file_management/extractor/graphextractor_config.py,7,9,0.88
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/agents/agent_toolkits/azure_cognitive_services/toolkit.py,7,9,0.84
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/callbacks/tracers/stdout.py,7,9,0.77
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/chat_models/promptlayer_openai.py,7,9,0.81
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/document_loaders/markdown.py,7,9,0.77
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/experimental/autonomous_agents/baby_agi/baby_agi.py,7,9,0.8
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/llms/anyscale.py,7,9,0.81
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/llms/promptlayer_openai.py,7,9,0.77
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/retrievers/kendra.py,7,9,0.84
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/langchain/smith/__init__.py,7,9,0.92
Devansh968/Chat-with-Pdf-using-Qdrant-vector-database,Devansh968-Chat-with-Pdf-using-Qdrant-vector-database-771195f/-/Lib/site-packages/openai/api_resources/customer.py,7,9,0.82
DylanLRPollock/Monkey-Head-Project,DylanLRPollock-Monkey-Head-Project-6b0c9ec/repo/pygpt-MHP/src/pygpt_net/plugin/agent/config.py,7,9,0.72
EleutherAI/lm-evaluation-harness,EleutherAI-lm-evaluation-harness-69ecd0b/tests/models/test_api.py,7,9,0.85
EvolvingLMMs-Lab/LongVT,EvolvingLMMs-Lab-LongVT-93a349c/tests/tools/test_base_tool_on_cpu.py,7,9,0.79
EvolvingLMMs-Lab/LongVT,EvolvingLMMs-Lab-LongVT-93a349c/verl/utils/import_utils.py,7,9,0.79
EvolvingLMMs-Lab/OpenMMReasoner,EvolvingLMMs-Lab-OpenMMReasoner-d7bf576/verl/models/transformers/kimi_vl.py,7,9,0.82
EvolvingLMMs-Lab/lmms-eval,EvolvingLMMs-Lab-lmms-eval-b0da65d/lmms_eval/llm_judge/factory.py,7,9,0.74
EvolvingLMMs-Lab/lmms-eval,EvolvingLMMs-Lab-lmms-eval-b0da65d/lmms_eval/tasks/videomathqa/cot_step_evaluation.py,7,9,0.77
FOLLGAD/Godmode-GPT,FOLLGAD-godmode-4e1dc70/tests/integration/conftest.py,7,9,0.81
Fir-lat/LaVer,Fir-lat-LaVer-abe70c7/src/llamafactory/data/mm_plugin.py,7,9,0.72
Fir-lat/LaVer,Fir-lat-LaVer-abe70c7/src/llamafactory/train/pt/workflow.py,7,9,0.74
Fsoft-AIC/LibMoE,Fsoft-AIC-LibMoE-52fa349/vision_language_model/evaluate/lmms_eval/models/claude.py,7,9,0.78
Ganador1/FenixAI_tradingBot,Ganador1-FenixAI_tradingBot-6e12bb3/src/cost/advanced_cost_manager.py,7,9,0.79
GetStream/Vision-Agents,GetStream-Vision-Agents-b5649a8/examples/02_golf_coach_example/golf_coach_example.py,7,9,0.82
HKUDS/LightRAG,HKUDS-LightRAG-9562a97/lightrag/api/utils_api.py,7,9,0.78
HakAl/scrappy,HakAl-scrappy-2eded1f/scripts/evaluate_models.py,7,9,0.7
HakAl/scrappy,HakAl-scrappy-2eded1f/tests/cli/test_user_interaction.py,7,9,0.87
IP127000/openVLA-Qwen2-0.5B,IP127000-openVLA-Qwen2-0.5B-940c761/llava/serve/gradio_web_server.py,7,9,0.72
IntelLabs/blueglass,IntelLabs-blueglass-869a1f3/blueglass/modeling/modelstore/closed_source/__init__.py,7,9,0.8
InternLM/ARM-Thinker,InternLM-ARM-Thinker-b70dfe9/verl/models/transformers/llama.py,7,9,0.72
InternLM/lmdeploy,InternLM-lmdeploy-d7c28d3/lmdeploy/pytorch/models/chatglm2.py,7,9,0.78
InternLM/lmdeploy,InternLM-lmdeploy-d7c28d3/lmdeploy/pytorch/models/gemma.py,7,9,0.75
InternLM/xtuner,InternLM-xtuner-8d569d5/.dev_scripts/rl_config_factory.py,7,9,0.88
InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/llava/internlm_chat_7b_clip_vit_large_p14_336/pretrain/llava_internlm_chat_7b_clip_vit_large_p14_336_e1_gpu8_pretrain.py,7,9,0.84
InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/minicpm/1_2b/minicpm_1b_full_alpaca_zh_e3.py,7,9,0.72
InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/mixtral/mixtral_8x7b_instruct/mixtral_8x7b_instruct_full_oasst1_e3.py,7,9,0.82
Jerk400/h2ogpt-dev-local,TheJ-Erk400-h2ogpt-dev-local-ba56d64/tests/test_eval.py,7,9,0.76
Jilliansea/TinyZeroWithSFT,Jilliansea-TinyZeroWithSFT-1fe5077/verl/models/transformers/qwen2.py,7,9,0.8
Kiln-AI/Kiln,Kiln-AI-Kiln-229b888/libs/core/kiln_ai/adapters/embedding/test_litellm_embedding_adapter.py,7,9,0.78
Kiln-AI/Kiln,Kiln-AI-Kiln-229b888/libs/core/kiln_ai/datamodel/test_basemodel.py,7,9,0.76
LLM360/Reasoning360,LLM360-Reasoning360-1315834/scripts/tools/model_merger.py,7,9,0.79
Lightning-AI/litgpt,Lightning-AI-litgpt-df94ee2/litgpt/prompts.py,7,9,0.69
Luckybalabala/llama-cpp-AutoGLM,Luckybalabala-llama-cpp-AutoGLM-694dc09/examples/pydantic_models_to_grammar_examples.py,7,9,0.71
Marker-Inc-Korea/KO-VLM-Benchmark,Marker-Inc-Korea-KO-VLM-Benchmark-1c786dc/tests/ko_vlm_benchmark/nano_banana_pipeline/test_pipeline.py,7,9,0.8
ModelCloud/GPTQModel,ModelCloud-GPTQModel-5b56825/gptqmodel/models/definitions/decilm.py,7,9,0.8
ModelCloud/GPTQModel,ModelCloud-GPTQModel-5b56825/tests/models/test_longllama.py,7,9,0.86
NVIDIA-AI-Blueprints/rag,NVIDIA-AI-Blueprints-rag-42962af/src/nvidia_rag/rag_server/query_decomposition.py,7,9,0.81
NVIDIA-NeMo/Automodel,NVIDIA-NeMo-Automodel-4e9d32b/nemo_automodel/components/models/llama/model.py,7,9,0.76
NVIDIA-NeMo/Export-Deploy,NVIDIA-NeMo-Export-Deploy-c7e2727/tests/functional_tests/tests_inframework/test_export_deploy_query_pytriton.py,7,9,0.79
NVIDIA-NeMo/Megatron-Bridge,NVIDIA-NeMo-Megatron-Bridge-c299283/tutorials/recipes/llama/00_quickstart_pretrain.py,7,9,0.73
NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/diffusion/encoders/conditioner.py,7,9,0.82
NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/llm/recipes/llama3_8b_16k.py,7,9,0.77
NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/speechlm2/data/salm_dataset.py,7,9,0.82
NVIDIA-NeMo/RL,NVIDIA-NeMo-RL-48dbb37/nemo_rl/environments/math_environment.py,7,9,0.8
NVIDIA/Megatron-LM,NVIDIA-Megatron-LM-03b6d31/megatron/training/tokenizer/gpt2_tokenization.py,7,9,0.74
NVIDIA/Model-Optimizer,NVIDIA-Model-Optimizer-b286165/modelopt/torch/export/plugins/mcore_custom.py,7,9,0.75
NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tensorrt_llm/_torch/models/modeling_llava_next.py,7,9,0.7
NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/integration/defs/test_e2e.py,7,9,0.68
NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/_torch/sampler/test_beam_search.py,7,9,0.83
NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/llmapi/apps/_test_openai_cache_salt.py,7,9,0.77
NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/llmapi/test_llm_pytorch.py,7,9,0.66
Open-Technology-Foundation/customkb,Open-Technology-Foundation-customkb-950c779/tests/unit/utils/test_security_utils.py,7,9,0.83
OpenMind/OM1,OpenMind-OM1-2c2615b/src/inputs/plugins/vlm_openai_rtsp.py,7,9,0.86
PaddlePaddle/FastDeploy,PaddlePaddle-FastDeploy-d657455/fastdeploy/entrypoints/engine_client.py,7,9,0.83
PaddlePaddle/FastDeploy,PaddlePaddle-FastDeploy-d657455/tests/e2e/test_ernie_03b_pd_router_v1_ipc.py,7,9,0.77
PaddlePaddle/PaddleNLP,PaddlePaddle-PaddleNLP-587a5cd/paddlenlp/transformers/deepseek_v2/tokenizer_fast.py,7,9,0.78
PaddlePaddle/PaddleNLP,PaddlePaddle-PaddleNLP-587a5cd/paddlenlp/transformers/qwen3_moe/configuration.py,7,9,0.76
PaddlePaddle/PaddleNLP,PaddlePaddle-PaddleNLP-587a5cd/slm/model_zoo/gpt-3/ppfleetx/data/tokenizers/tokenization_utils_base.py,7,9,0.77
ParisNeo/lollms_client,ParisNeo-lollms_client-e10bd27/src/lollms_client/llm_bindings/open_router/__init__.py,7,9,0.82
QuivrHQ/quivr,QuivrHQ-quivr-947a785/core/quivr_core/files/file.py,7,9,0.85
RockChinQ/LangBot,langbot-app-LangBot-2f51f5f/src/langbot/pkg/provider/modelmgr/requesters/tokenponychatcmpl.py,7,9,0.81
SYuan03/MM-IFEngine,SYuan03-MM-IFEngine-af6430c/tests/data/test_formatter.py,7,9,0.83
SafeRL-Lab/AccidentBench,SafeRL-Lab-AccidentBench-4abe9d8/lmms_eval/tasks/mathverse/mathverse_evals.py,7,9,0.85
SearchSavior/OpenArc,SearchSavior-OpenArc-14dec90/src/tests/old_tests_from_dev/completions_test.py,7,9,0.73
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/utils/load_api_keys.py,7,9,0.81
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/single_agent_apps/ai_customer_support_agent/customer_support_agent.py,7,9,0.76
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/single_agent_apps/ai_personal_finance_agent/finance_agent.py,7,9,0.76
Simple-Efficient/RL-Factory,Simple-Efficient-RL-Factory-d0abc1d/verl/utils/flops_counter.py,7,9,0.82
SkastVnT/AI-Assistant,SkastVnT-AI-Assistant-49692e8/services/mcp-server/examples.py,7,9,0.75
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/src/transformers/models/chameleon/processing_chameleon.py,7,9,0.84
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/src/transformers/models/idefics3/convert_idefics3_weights_to_hf.py,7,9,0.81
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/src/transformers/models/instructblipvideo/image_processing_instructblipvideo.py,7,9,0.74
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/src/transformers/models/llava_onevision/video_processing_llava_onevision.py,7,9,0.86
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/tests/models/auto/test_tokenization_auto.py,7,9,0.8
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/tests/models/cohere/test_tokenization_cohere.py,7,9,0.79
SqueezeAILab/MultipoleAttention,SqueezeAILab-MultipoleAttention-db65e51/transformers/tests/models/llava/test_processor_llava.py,7,9,0.75
StanGirard/quivr,QuivrHQ-quivr-b6f38f7/backend/repository/chat/format_chat_history.py,7,9,0.81
TransformerOptimus/SuperAGI,TransformerOptimus-SuperAGI-c3c1982/superagi/tools/image_generation/image_generation_toolkit.py,7,9,0.77
UKGovernmentBEIS/inspect_evals,UKGovernmentBEIS-inspect_evals-80b12ad/src/inspect_evals/gdm_capabilities/self_reasoning/data/calculator_improvement/agent.py,7,9,0.81
Upsonic/Upsonic,Upsonic-Upsonic-f586dcf/src/upsonic/usage.py,7,9,0.8
Upsonic/Upsonic,Upsonic-Upsonic-f586dcf/tests/smoke_tests/test_knowledgebase_context.py,7,9,0.7
Visual-AI/3DRS,Visual-AI-3DRS-0401f54/transformers/src/transformers/models/clip/tokenization_clip_fast.py,7,9,0.79
Visual-AI/3DRS,Visual-AI-3DRS-0401f54/transformers/src/transformers/models/imagegpt/convert_imagegpt_original_tf2_to_pytorch.py,7,9,0.73
Visual-AI/3DRS,Visual-AI-3DRS-0401f54/transformers/src/transformers/models/llama/modeling_flax_llama.py,7,9,0.92
Visual-AI/3DRS,Visual-AI-3DRS-0401f54/transformers/tests/models/auto/test_modeling_tf_auto.py,7,9,0.86
YWenxi/think-with-images-through-self-calling,YWenxi-think-with-images-through-self-calling-fd872ee/verl/tools/image_zoom_in_tool.py,7,9,0.81
Zhoues/RoboRefer,Zhoues-RoboRefer-d97a995/llava/model/language_model/builder.py,7,9,0.82
abetlen/llama-cpp-python,abetlen-llama-cpp-python-c37132b/examples/high_level_api/high_level_api_infill.py,7,9,0.76
agentscope-ai/agentscope,agentscope-ai-agentscope-19cba5c/src/agentscope/formatter/_openai_formatter.py,7,9,0.76
agentuniverse-ai/agentUniverse,agentuniverse-ai-agentUniverse-d11c8f4/agentuniverse/agent/template/react_agent_template.py,7,9,0.78
agentuniverse-ai/agentUniverse,agentuniverse-ai-agentUniverse-d11c8f4/examples/sample_standard_app/config/yaml_func_extension.py,7,9,0.82
ai-christianson/RA.Aid,ai-christianson-RA.Aid-e71bb83/ra_aid/tools/write_file.py,7,9,0.81
ai-dynamo/dynamo,ai-dynamo-dynamo-aaed4f3/lib/bindings/kvbm/python/kvbm/vllm_integration/kv_cache_manager.py,7,9,0.76
ai-dynamo/dynamo,ai-dynamo-dynamo-aaed4f3/tests/fault_tolerance/deploy/parse_results.py,7,9,0.78
aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/history.py,7,9,0.82
aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/parallel.py,7,9,0.75
alibaba/ROLL,alibaba-ROLL-c7e897d/tests/third_party/vllm/test_vllm_local_async.py,7,9,0.84
allenai/olmocr,allenai-olmocr-b274e89/scripts/data/buildsilver.py,7,9,0.74
aradlein/hass-agent-llm,aradlein-hass-agent-llm-2a3d75a/tests/unit/test_memory_tools.py,7,9,0.78
ariannamethod/ariannamethod,ariannamethod-ariannamethod-de35fe3/arianna_core_utils/genesis_monday.py,7,9,0.77
axolotl-ai-cloud/axolotl,axolotl-ai-cloud-axolotl-3750d7d/src/axolotl/integrations/liger/plugin.py,7,9,0.79
axolotl-ai-cloud/axolotl,axolotl-ai-cloud-axolotl-3750d7d/tests/utils/schemas/validation/test_fsdp.py,7,9,0.72
bf-yang/ContextAgent,bf-yang-ContextAgent-f4674bf/LLaMA-Factory/src/llamafactory/data/collator.py,7,9,0.84
bf-yang/ContextAgent,bf-yang-ContextAgent-f4674bf/LLaMA-Factory/src/llamafactory/data/template.py,7,9,0.87
brendanhogan/2025_advent_of_small_ml,brendanhogan-2025_advent_of_small_ml-f6aacd7/src/day10/gepa_main.py,7,9,0.71
bytedance/Sa2VA,bytedance-Sa2VA-f445521/vlm/utils/modeling_rope_utils.py,7,9,0.79
cambrian-mllm/cambrian-s,cambrian-mllm-cambrian-s-9b770e4/lmms-eval/tools/live_bench/live_bench/data_generator/question_finalizer.py,7,9,0.77
chatchat-space/Langchain-Chatchat,chatchat-space-Langchain-Chatchat-bc7f019/chatchat-server/chatchat_server/document_loaders/mypptloader.py,7,9,0.79
chidiwilliams/buzz,chidiwilliams-buzz-11e59db/tests/transcriber/openai_whisper_api_file_transcriber_test.py,7,9,0.77
chrishayuk/mcp-cli,chrishayuk-mcp-cli-ae6db3d/src/mcp_cli/auth/provider_tokens.py,7,9,0.84
comet-ml/opik,comet-ml-opik-28440d1/apps/opik-frontend/src/components/pages-shared/onboarding/FrameworkIntegrations/integration-scripts/OpenAIAgents.py,7,9,0.71
comet-ml/opik,comet-ml-opik-28440d1/sdks/opik_optimizer/benchmarks/core/benchmark_config.py,7,9,0.8
comet-ml/opik,comet-ml-opik-28440d1/sdks/opik_optimizer/tests/e2e/benchmarks/test_benchmark_fewshot_live.py,7,9,0.88
comet-ml/opik,comet-ml-opik-28440d1/sdks/python/tests/library_integration/adk/test_adk_sync.py,7,9,0.84
confident-ai/deepeval,confident-ai-deepeval-847e12c/deepeval/models/llms/gemini_model.py,7,9,0.82
confident-ai/deepeval,confident-ai-deepeval-847e12c/deepeval/models/retry_policy.py,7,9,0.75
confident-ai/deepeval,confident-ai-deepeval-847e12c/deepeval/openai/utils.py,7,9,0.84
cpacker/MemGPT,letta-ai-letta-6e2c92e/memgpt/server/websocket_client.py,7,9,0.84
damianomarsili/VALOR,damianomarsili-VALOR-cf2442b/valor/reasoning_training/verl/verl/utils/reward_score/prime_math/math_normalize.py,7,9,0.87
danielcamposramos/Knowledge3D,danielcamposramos-Knowledge3D-274cf36/knowledge3d/cranium/ptx_runtime/world_model_manager.py,7,9,0.84
deepsense-ai/ragbits,deepsense-ai-ragbits-c8487b2/packages/ragbits-core/tests/unit/llms/test_litellm.py,7,9,0.82
deepset-ai/haystack,deepset-ai-haystack-e4ca3ef/haystack/components/generators/chat/hugging_face_api.py,7,9,0.78
dusty-nv/jetson-containers,dusty-nv-jetson-containers-bf3c8b0/packages/llm/vllm/test.py,7,9,0.86
duyhominhnguyen/Exgra-Med,duyhominhnguyen-Exgra-Med-e9a3daa/exgra_med/llava/train/train_pre.py,7,9,0.71
eosphoros-ai/DB-GPT,eosphoros-ai-DB-GPT-4b52cfa/i18n/translate_util.py,7,9,0.65
eosphoros-ai/DB-GPT,eosphoros-ai-DB-GPT-4b52cfa/packages/dbgpt-ext/src/dbgpt_ext/rag/knowledge/txt.py,7,9,0.78
epam/ai-dial-adapter-bedrock,epam-ai-dial-adapter-bedrock-b110bd9/tests/utils/__init__.py,7,9,0.81
erfanzar/EasyDeL,erfanzar-EasyDeL-748550c/easydel/inference/esurge/esurge_engine.py,7,9,0.83
fangyinc/DB-GPT,fangyinc-DB-GPT-f317740/dbgpt/util/global_helper.py,7,9,0.85
fereenwong/cdViews,fereenwong-cdViews-5b64ba3/llava/model/multimodal_encoder/open_clip_encoder.py,7,9,0.76
flagos-ai/FlagScale,flagos-ai-FlagScale-528cea1/tools/checkpoint/aquila/model.py,7,9,0.81
getzep/graphiti,getzep-graphiti-cb53cd1/tests/llm_client/test_anthropic_client.py,7,9,0.79
ggml-org/llama.cpp,ggml-org-llama.cpp-f9ec885/tools/server/tests/unit/test_slot_save.py,7,9,0.87
goetzrobin/MemGPT,goetzrobin-MemGPT-0e8918e/memgpt/local_llm/constants.py,7,9,0.73
gpustack/gpustack,gpustack-gpustack-543c80b/gpustack/worker/runtime_metrics_aggregator.py,7,9,0.77
guanweifan/RoboNeuron,guanweifan-RoboNeuron-f4b2a70/vla_src/openvla/transformers/src/transformers/models/clip/image_processing_clip.py,7,9,0.79
guanweifan/RoboNeuron,guanweifan-RoboNeuron-f4b2a70/vla_src/openvla/transformers/src/transformers/models/code_llama/__init__.py,7,9,0.74
guanweifan/RoboNeuron,guanweifan-RoboNeuron-f4b2a70/vla_src/openvla/transformers/src/transformers/models/imagegpt/convert_imagegpt_original_tf2_to_pytorch.py,7,9,0.78
guanweifan/RoboNeuron,guanweifan-RoboNeuron-f4b2a70/vla_src/openvla/transformers/src/transformers/models/persimmon/convert_persimmon_weights_to_hf.py,7,9,0.69
h2oai/h2ogpt,h2oai-h2ogpt-15f3a2d/metrics/quip.py,7,9,0.8
hailsham/mcpverse,hailsham-mcpverse-982f66c/camel/storages/key_value_storages/json.py,7,9,0.75
hailsham/mcpverse,hailsham-mcpverse-982f66c/test/agents/tool_agents/test_hugging_face_tool_agent.py,7,9,0.78
hailsham/mcpverse,hailsham-mcpverse-982f66c/test/memories/test_vector_db_memory.py,7,9,0.76
hiyouga/LLaMA-Factory,hiyouga-LLaMA-Factory-8c74dca/src/llamafactory/model/model_utils/longlora.py,7,9,0.85
hiyouga/LLaMA-Factory,hiyouga-LLaMA-Factory-8c74dca/tests/e2e/test_chat.py,7,9,0.77
huggingface/optimum-habana,huggingface-optimum-habana-6afa2ca/optimum/habana/distributed/serialization.py,7,9,0.73
huggingface/peft,huggingface-peft-f2c0668/method_comparison/MetaMathQA/run.py,7,9,0.78
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/convert_slow_tokenizer.py,7,9,0.75
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/image_processing_base.py,7,9,0.77
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/models/aimv2/modular_aimv2.py,7,9,0.71
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/models/csm/modular_csm.py,7,9,0.75
