Annotator,Timestamp,RepoName,FilePath,NSO,UMM,TNES,NMVP,NSM,RENES,RVP,OSP,AIC
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-oxylabs/llama_index/readers/oxylabs/amazon_sellers.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-ai21/llama_index/llms/ai21/__init__.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/selectors/__init__.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/node_parser/llama-index-node-parser-alibabacloud-aisearch/llama_index/node_parser/alibabacloud_aisearch/__init__.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-zhipuai/llama_index/llms/zhipuai/base.py,245;307;344,,245;307;344,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/tests/indices/document_summary/test_retrievers.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/extractors/llama-index-extractors-entity/llama_index/extractors/entity/base.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,EvolvingLMMs-Lab/lmms-eval,EvolvingLMMs-Lab-lmms-eval-b0da65d/lmms_eval/tasks/videomathqa/cot_step_evaluation.py,,,,171,,,,,
annotateur1,2025-12-20T22:39:55,EvolvingLMMs-Lab/lmms-eval,EvolvingLMMs-Lab-lmms-eval-b0da65d/lmms_eval/llm_judge/factory.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,PaddlePaddle/FastDeploy,PaddlePaddle-FastDeploy-d657455/tests/e2e/test_ernie_03b_pd_router_v1_ipc.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,PaddlePaddle/FastDeploy,PaddlePaddle-FastDeploy-d657455/fastdeploy/entrypoints/engine_client.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,StanGirard/quivr,QuivrHQ-quivr-b6f38f7/backend/repository/chat/format_chat_history.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,goetzrobin/MemGPT,goetzrobin-MemGPT-0e8918e/memgpt/local_llm/constants.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,oumi-ai/oumi,oumi-ai-oumi-9094a4c/src/oumi/core/configs/params/grpo_params.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,intel/auto-round,intel-auto-round-6723ef0/auto_round_extension/cuda/gptqmodel_marlin.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,princeton-pli/hal-harness,princeton-pli-hal-harness-caaa72c/agents/USACO/USACOBench/models/models.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,omarkamali/borgllm,omarkamali-borgllm-8f3aefd/examples/langchain/configurable_cooldown_timeout/main.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,ariannamethod/ariannamethod,ariannamethod-ariannamethod-de35fe3/arianna_core_utils/genesis_monday.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,yichuan-w/LEANN,yichuan-w-LEANN-a6ee95b/examples/basic_demo.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,LLM360/Reasoning360,LLM360-Reasoning360-1315834/scripts/tools/model_merger.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,quic/efficient-transformers,quic-efficient-transformers-46ed92b/examples/peft/multi_adapter.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,erfanzar/EasyDeL,erfanzar-EasyDeL-748550c/easydel/inference/esurge/esurge_engine.py,,,,370;375,,,,,
annotateur1,2025-12-20T22:39:55,zaiquanyang/LLaVA_Next_STVG,zaiquanyang-LLaVA_Next_STVG-d904f1a/llava/train/llama_flash_attn_monkey_patch.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,linagora/openrag,linagora-openrag-efa103f/openrag/components/indexer/loaders/serializer.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,allenai/olmocr,allenai-olmocr-b274e89/scripts/data/buildsilver.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,modelscope/modelscope,modelscope-modelscope-a7f50d4/modelscope/models/cv/image_view_transform/ldm/openaimodel.py,,,,,,,,,
annotateur1,2025-12-20T22:39:55,rllm-org/rllm,rllm-org-rllm-1a5bcdf/rllm/engine/rollout/fireworks_engine.py,83,83,83,,83,,,,
annotateur1,2025-12-20T22:39:55,damianomarsili/VALOR,damianomarsili-VALOR-cf2442b/valor/reasoning_training/verl/verl/utils/reward_score/prime_math/math_normalize.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/local_testing/test_router_max_parallel_requests.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/litellm_core_utils/prompt_templates/huggingface_template_handler.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/bedrock/image/amazon_nova_canvas_transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/jina_ai/embedding/transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/code_coverage_tests/litellm_logging_code_coverage.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/integrations/azure_storage/azure_storage.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/vertex_ai/vertex_ai_partner_models/main.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/vector_store_files/main.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/guardrails_tests/conftest.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/triton/completion/transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/management_endpoints/sso_helper_utils.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/azure/fine_tuning/handler.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/pass_through/guardrail_translation/__init__.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/batches_endpoints/endpoints.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/azure/chat/test_azure_chat_gpt_transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/gemini/files/transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/google_pse/search/transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/heroku/chat/transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/guardrails/guardrail_hooks/model_armor/model_armor.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/google_genai/streaming_iterator.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/responses/mcp/mcp_streaming_iterator.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/pass_through_endpoints/success_handler.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/bedrock/embed/amazon_titan_multimodal_transformation.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/openai_like/test_json_providers.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,1Panel-dev/MaxKB,1Panel-dev-MaxKB-d33dd45/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,1Panel-dev/MaxKB,1Panel-dev-MaxKB-d33dd45/apps/models_provider/impl/anthropic_model_provider/model/llm.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,modelscope/ms-swift,modelscope-ms-swift-57c294e/examples/eval/eval_url/demo.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,modelscope/ms-swift,modelscope-ms-swift-57c294e/swift/ui/llm_eval/eval.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,volcengine/verl,volcengine-verl-249c083/setup.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,volcengine/verl,volcengine-verl-249c083/verl/tools/geo3k_tool.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/parallel.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/history.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,taylorai/lm-deluge,taylorai-lm-deluge-96124f3/src/lm_deluge/pipelines/gepa/__init__.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,taylorai/lm-deluge,taylorai-lm-deluge-96124f3/tests/core/test_postprocess.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/models/cambrian.py,,,,,,,280,,
annotateur2,2025-12-20T22:40:33,jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/tasks/vitatecs/utils.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,All-Hands-AI/OpenHands,OpenHands-OpenHands-bf06b7e/evaluation/benchmarks/the_agent_company/scripts/summarise_results.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,ATheorell/AutoGPTArenaHack,ATheorell-AutoGPTArenaHack-1e4f2dc/autogpts/autogpt/autogpt/processing/text.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,TransformerOptimus/SuperAGI,TransformerOptimus-SuperAGI-c3c1982/superagi/tools/image_generation/image_generation_toolkit.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,h2oai/h2ogpt,h2oai-h2ogpt-15f3a2d/metrics/quip.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,unslothai/unsloth,unslothai-unsloth-d5b61a6/tests/saving/text_to_speech_models/test_lasa.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,epam/ai-dial-adapter-bedrock,epam-ai-dial-adapter-bedrock-b110bd9/tests/utils/__init__.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,Bessouat40/RAGLight,Bessouat40-RAGLight-211a8d9/tests/tests_llm/test_gemini_model.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,Jilliansea/TinyZeroWithSFT,Jilliansea-TinyZeroWithSFT-1fe5077/verl/models/transformers/qwen2.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,Blaizzy/mlx-vlm,Blaizzy-mlx-vlm-c4ea290/mlx_vlm/models/phi3_v/config.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,EvolvingLMMs-Lab/OpenMMReasoner,EvolvingLMMs-Lab-OpenMMReasoner-d7bf576/verl/models/transformers/kimi_vl.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,DylanLRPollock/Monkey-Head-Project,DylanLRPollock-Monkey-Head-Project-6b0c9ec/repo/pygpt-MHP/src/pygpt_net/plugin/agent/config.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,Luckybalabala/llama-cpp-AutoGLM,Luckybalabala-llama-cpp-AutoGLM-694dc09/examples/pydantic_models_to_grammar_examples.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,dusty-nv/jetson-containers,dusty-nv-jetson-containers-bf3c8b0/packages/llm/vllm/test.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,NVIDIA-NeMo/Megatron-Bridge,NVIDIA-NeMo-Megatron-Bridge-c299283/tutorials/recipes/llama/00_quickstart_pretrain.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,linkedin/Liger-Kernel,linkedin-Liger-Kernel-6059dfb/benchmark/scripts/benchmark_tiled_mlp.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,langfengQ/verl-agent,langfengQ-verl-agent-373e6b2/verl/workers/rollout/schemas.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,vllm-project/speculators,vllm-project-speculators-b3f6b10/src/speculators/models/eagle3/model_definitions.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,keta1930/mcp-agent-graph,keta1930-mcp-agent-graph-1e0f983/mag/app/api/conversation_routes.py,,,,,,,,,
annotateur2,2025-12-20T22:40:33,DataArcTech/RAG-ARC,DataArcTech-RAG-ARC-f1f37bc/config/core/file_management/extractor/graphextractor_config.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/v1/entrypoints/conftest.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/examples/offline_inference/kv_load_failure_recovery/prefill_example.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/examples/pooling/embed/openai_embedding_client.py,,,17,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/models/language/pooling/test_truncation_control.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/compile/test_fusion_attn.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/quantization/utils/marlin_utils_test_24.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/transformers/causal.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/aya_vision.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/v1/worker/gpu/spec_decode/eagle_cudagraph.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/entrypoints/openai/tool_parsers/test_olmo3_tool_parser.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/rotary_embedding/xdrope.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/compile/fullgraph/test_simple.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/mimo_mtp.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/mixtral.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/transformers_utils/processors/ovis.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/transformers/__init__.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/entrypoints/openai/test_serving_responses.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/quantization/compressed_tensors/utils.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/kernels/quantization/test_machete_mm.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/v1/attention/test_sparse_mla_backends.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/dots1.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/vllm,vllm-project-vllm-62be367/tests/lora/test_default_mm_loras.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,hailsham/mcpverse,hailsham-mcpverse-982f66c/camel/storages/key_value_storages/json.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,hailsham/mcpverse,hailsham-mcpverse-982f66c/test/memories/test_vector_db_memory.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,hailsham/mcpverse,hailsham-mcpverse-982f66c/test/agents/tool_agents/test_hugging_face_tool_agent.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,eosphoros-ai/DB-GPT,eosphoros-ai-DB-GPT-4b52cfa/packages/dbgpt-ext/src/dbgpt_ext/rag/knowledge/txt.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,eosphoros-ai/DB-GPT,eosphoros-ai-DB-GPT-4b52cfa/i18n/translate_util.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,ai-dynamo/dynamo,ai-dynamo-dynamo-aaed4f3/lib/bindings/kvbm/python/kvbm/vllm_integration/kv_cache_manager.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,ai-dynamo/dynamo,ai-dynamo-dynamo-aaed4f3/tests/fault_tolerance/deploy/parse_results.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,AI-Hypercomputer/maxtext,AI-Hypercomputer-maxtext-bc53aaa/tests/aot_hlo_identical_test.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,AI-Hypercomputer/maxtext,AI-Hypercomputer-maxtext-bc53aaa/src/MaxText/utils/ckpt_scripts/convert_gpt_oss_ckpt.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,Kiln-AI/Kiln,Kiln-AI-Kiln-229b888/libs/core/kiln_ai/datamodel/test_basemodel.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,Kiln-AI/Kiln,Kiln-AI-Kiln-229b888/libs/core/kiln_ai/adapters/embedding/test_litellm_embedding_adapter.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,pytorch/executorch,pytorch-executorch-c61b2ed/extension/llm/custom_ops/custom_ops.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,pytorch/executorch,pytorch-executorch-c61b2ed/examples/qualcomm/oss_scripts/llama/__init__.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,kungfuai/CVlization,kungfuai-CVlization-6c7e282/examples/generative/image_generation/dit/diffusion/__init__.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,kungfuai/CVlization,kungfuai-CVlization-6c7e282/examples/generative/image_generation/pixart/diffusion/model/timestep_sampler.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,FOLLGAD/Godmode-GPT,FOLLGAD-godmode-4e1dc70/tests/integration/conftest.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,abetlen/llama-cpp-python,abetlen-llama-cpp-python-c37132b/examples/high_level_api/high_level_api_infill.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,fangyinc/DB-GPT,fangyinc-DB-GPT-f317740/dbgpt/util/global_helper.py,,,,253,,,,,
annotateur3,2025-12-20T22:41:22,uukuguy/DB-GPT-Lite,uukuguy-DB-GPT-Lite-d857cb7/dbgpt/model/adapter/vllm_adapter.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,SkastVnT/AI-Assistant,SkastVnT-AI-Assistant-49692e8/services/mcp-server/examples.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,intel/neural-compressor,intel-neural-compressor-eb7c1e3/neural_compressor/torch/algorithms/mixed_low_precision/custom_methods/quarot_utils.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,1789336421/Omni-Mol,1789336421-Omni-Mol-8a9426d/peft/tests/test_initialization.py,,,,956;962;973;1582;1589;1610;1628;1641;1680;1859;1867;1882;1897;1903;2573;2600,,,,,
annotateur3,2025-12-20T22:41:22,duyhominhnguyen/Exgra-Med,duyhominhnguyen-Exgra-Med-e9a3daa/exgra_med/llava/train/train_pre.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,chrishayuk/mcp-cli,chrishayuk-mcp-cli-ae6db3d/src/mcp_cli/auth/provider_tokens.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,microsoft/openaivec,microsoft-openaivec-cd2760b/src/openaivec/task/__init__.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,shakfu/cyllama,shakfu-cyllama-3bf0290/tests/test_tts_fix.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,lanxiang1017/GEM,lanxiang1017-GEM-7edee7e/ecg_coca/open_clip/constants.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,vllm-project/llm-compressor,vllm-project-llm-compressor-3f25fd1/examples/quantization_w8a8_fp8/whisper_example.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,NVIDIA-AI-Blueprints/rag,NVIDIA-AI-Blueprints-rag-42962af/src/nvidia_rag/rag_server/query_decomposition.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,Fsoft-AIC/LibMoE,Fsoft-AIC-LibMoE-52fa349/vision_language_model/evaluate/lmms_eval/models/claude.py,237,,,,,,,237,
annotateur3,2025-12-20T22:41:22,NVIDIA-NeMo/Export-Deploy,NVIDIA-NeMo-Export-Deploy-c7e2727/tests/functional_tests/tests_inframework/test_export_deploy_query_pytriton.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,OpenMind/OM1,OpenMind-OM1-2c2615b/src/inputs/plugins/vlm_openai_rtsp.py,,,,,,,,,
annotateur3,2025-12-20T22:41:22,SearchSavior/OpenArc,SearchSavior-OpenArc-14dec90/src/tests/old_tests_from_dev/completions_test.py,,,9;38;77,,,,,87,
